;Номер Сборочного   ;Имя Сборочного;Состав Сборочного;Дата обновления;Чертеж Сборочного;Адрес папки;Дата чертежа;;;;;;;
;КЦ-200А1 01.00.000-01 (-02) СБ;Секция приводная;"КЦ-200А1 01.00.001-02 | Стенка боковая | 1
КЦ-200А1 01.00.001-03 | Стенка боковая | 1
КЦ-200А1 01.00.002 | Дно секции приводной | 1
КЦ-200А1 01.00.003 | Дно ПНД | 1
КЦ-200А1 01.00.004 | Уголок крышки | 1
КЦ-200А1 01.00.005-01 | Вал приводной | 1
КЦ-200А1 01.00.006-01 | Плита подмоторная | 1
КЦ-200А1 01.00.008 | Рамка на стекло | 2
КЦ-200А1 01.00.009 | Уголок | 2
КЦ-200А1 01.00.010 | Распорка | 4
КЦ-В300/30 01.00.015 | Кронштейн | 15
ШТ-04 | Шайба торцевая | 2
Сталь шпоночная 10х8 (125) | Сталь шпоночная 10х8 | 1
Сталь шпоночная 14х9 (22) | Сталь шпоночная 14х9 | 1
КЦ-200А1 01.01.000 СБ | Крышка секции приводной в сборе | 1
КЦ-200А1 01.03.000 СБ | Стенка торцевая | 1
КЦ-200А1 01.04.000-02 СБ | Плита в сборе | 1
КЦ-200А1 01.04.000-03 СБ | Плита в сборе | 1
КЦ-200А1 01.06.000 СБ | Кожух для NMRV-090 | 1
КЦ-200А1 01.07.000 СБ | Крышка люка | 1
";26.06.2025 16:16;;;;;;;;;;
;КЦ-200А1 01.01.000 СБ;Крышка секции приводной в сборе;"КЦ-200А1 01.01.001 | Крышка | 1
";26.06.2025 16:16;КЦ-200А1 01.01.000 СБ Крыш сек прив в сб.cdw;K:\1 ЧЕРТЕЖИ\КОНВЕЙЕРЫ\КЦ-200А1\КЦ-200А1 01.00.000 СБ Секция приводная\КЦ-200А1 01.01.000 СБ Крыш сек прив в сб;23.01.2025 13:12;;;;;;;
;КЦ-200А1 01.02.000-01 СБ;Звездочка в сборе;;26.06.2025 16:15;;;;;;;;;;
;КЦ-200А1 01.03.000 СБ;Стенка торцевая;"КЦ-200А1 01.03.001 | Лист | 1
";26.06.2025 16:16;КЦ-200А1 01.03.000 СБ Стенка торцевая.cdw;K:\1 ЧЕРТЕЖИ\КОНВЕЙЕРЫ\КЦ-200А1\КЦ-200А1 01.00.000 СБ Секция приводная\КЦ-200А1 01.03.000 СБ Стенка торцевая;13.12.2023 11:47;;;;;;;
;КЦ-200А1 01.04.000 СБ;Плита в сборе;"КЦ-200А1 01.04.001 | Плита | 1
КЦ-200А1 01.04.002 | Кольцо | 1
";26.06.2025 16:16;;;;;;;;;;
;КЦ-200А1 01.04.000-01 СБ;Плита в сборе;"КЦ-200А1 01.04.001-01 | Плита | 1
КЦ-200А1 01.04.002 | Кольцо | 1
";26.06.2025 16:16;;;;;;;;;;
;КЦ-200А1 01.04.000-02 СБ;Плита в сборе;"КЦ-200А1 01.04.001-02 | Плита | 1
КЦ-200А1 01.04.002-01 | Кольцо | 1
";26.06.2025 16:16;;;;;;;;;;
;КЦ-200А1 01.04.000-03 СБ;Плита в сборе;"КЦ-200А1 01.04.001-03 | Плита | 1
КЦ-200А1 01.04.002-01 | Кольцо | 1
";26.06.2025 16:16;;;;;;;;;;
;КЦ-200А1 01.05.000 СБ;Кожух для NMRV-075;"НЗ-50А4 01.07.001 | Кожух | 1
НЗ-50А4 01.07.002 | Заглушка | 1
НЗ-50А4 01.07.003 | Заглушка | 1
НЗ-50А4 01.07.004 | Подложка | 2
КЦ-200А1 01.05.100 СБ | Кронштейн в сборе | 1
";26.06.2025 16:20;КЦ-200А1 01.05.000 СБ Кожух для NMRV-075.cdw;K:\1 ЧЕРТЕЖИ\КОНВЕЙЕРЫ\КЦ-200А1\КЦ-200А1 01.00.000 СБ Секция приводная\КЦ-200А1 01.05.000 СБ Кожух для NMRV-075;24.04.2025 14:53;;;;;;;
;КЦ-200А1 01.05.100 СБ;Кронштейн в сборе;"КЦ-200А1 01.05.101 | Кронштейн | 1
";26.06.2025 16:20;КЦ-200А1 01.05.100 СБ Кронш в сб.cdw;K:\1 ЧЕРТЕЖИ\КОНВЕЙЕРЫ\КЦ-200А1\КЦ-200А1 01.00.000 СБ Секция приводная\КЦ-200А1 01.05.000 СБ Кожух для NMRV-075\КЦ-200А1 01.05.100 СБ Кронш в сб;24.04.2025 14:52;;;;;;;
;КЦ-200А1 01.06.000 СБ;Кожух для NMRV-090;"КЦ-200А1 01.06.001 | Кожух | 1
НЗ-50А4 01.07.002 | Заглушка | 1
НЗ-50А4 01.07.003 | Заглушка | 1
НЗ-50А4 01.07.004 | Подложка | 2
КЦ-200А1 01.06.100 СБ | Кронштейн в сборе | 1
";26.06.2025 16:19;КЦ-200А1 01.06.000 СБ Кожух для NMRV-090.cdw;K:\1 ЧЕРТЕЖИ\КОНВЕЙЕРЫ\КЦ-200А1\КЦ-200А1 01.00.000 СБ Секция приводная\КЦ-200А1 01.06.000 СБ Кожух для NMRV-090;15.11.2024 13:57;;;;;;;
;КЦ-200А1 01.06.100 СБ;Кронштейн в сборе;"КЦ-200А1 01.06.101 | Кронштейн | 1
";26.06.2025 16:19;КЦ-200А1 01.06.100 СБ Кронш в сб.cdw;K:\1 ЧЕРТЕЖИ\КОНВЕЙЕРЫ\КЦ-200А1\КЦ-200А1 01.00.000 СБ Секция приводная\КЦ-200А1 01.06.000 СБ Кожух для NMRV-090\КЦ-200А1 01.06.100 СБ Кронш в сб;15.11.2024 13:55;;;;;;;
;КЦ-200А1 01.07.000 СБ;Крышка люка;"КЦ-200А1 01.07.001 | Крышка | 1
";26.06.2025 16:16;КЦ-200А1 01.07.000 СБ Крышка люка.cdw;K:\1 ЧЕРТЕЖИ\КОНВЕЙЕРЫ\КЦ-200А1\КЦ-200А1 01.00.000 СБ Секция приводная\КЦ-200А1 01.07.000 СБ Крышка люка;29.01.2024 15:35;;;;;;;
;КЦ-200А1 02.00.000 СБ;Секция натяжная;"КЦ-200А1 01.00.004 | Уголок крышки | 1
КЦ-200А1 01.00.010 | Распорка | 4
КЦ-200А1 02.00.001 | Стенка боковая | 1
КЦ-200А1 02.00.001-01 | Стенка боковая | 1
КЦ-200А1 02.00.002 | Уголок | 2
КЦ-200А1 02.00.003 | Вал натяжной | 1
КЦ-200А1 02.00.004 | Плита натяжная | 1
КЦ-200А1 02.00.004-01 | Плита натяжная | 1
КЦ-200А1 02.00.005 | Дно ПНД | 1
КЦ-200А1 02.00.006 | Дно секции натяжной | 1
КЦ-200А1 02.00.007 | Направляющая | 4
КЦ-200А1 02.00.008 | Уголок прижимной | 4
КЦ-200А1 02.00.009 | Швеллер | 1
КЦ-200А1 02.00.010 | Накладка | 2
КЦ-В300/30 01.00.015 | Кронштейн | 6
НЗ-10А3 02.00.008 | Скоба | 2
НЗЕ-200А4 02.00.003 | Кронштейн | 1
ШТ-02 | Шайба торцевая | 2
Сталь шпоночная 10х8 (26) | Сталь шпоночная 10х8 | 1
КЦ-200А1 01.01.000 СБ | Крышка секции приводной в сборе | 1
КЦ-200А1 01.07.000 СБ | Крышка люка | 1
КЦ-200А1 02.01.000 СБ | Плита опорная | 1
КЦ-200А1 02.01.000-01 СБ | Плита опорная | 1
КЦ-200А1 02.02.000 СБ | Плита подшипниковая | 2
КЦ-200А1 02.03.000 СБ | Стенка торцевая | 1
КЦ-200А1 02.04.000 СБ | Диск в сборе | 1
КЦ-200А1 02.05.000 СБ | Накладка верхняя с уплотнителем | 1
КЦ-200А1 02.06.000 СБ | Кожух в сборе | 2
КЦ-200А1 02.07.000 СБ | Пластина крепежная | 1
";26.06.2025 16:16;КЦ-200А1 02.00.000 СБ Секция натяжная.cdw;K:\1 ЧЕРТЕЖИ\КОНВЕЙЕРЫ\КЦ-200А1\КЦ-200А1 02.00.000 СБ Секция натяжная;23.01.2025 16:17;;;;;;;
;КЦ-200А1 02.01.000 СБ;Плита опорная;"КЦ-200А1 02.01.001 | Плита | 1
";26.06.2025 16:16;;;;;;;;;;
;КЦ-200А1 02.01.000-01 СБ;Плита опорная;"КЦ-200А1 02.01.001-01 | Плита | 1
";26.06.2025 16:16;;;;;;;;;;
;КЦ-200А1 02.02.000 СБ;Плита подшипниковая;"КЦ-200А1 01.04.002 | Кольцо | 1
КЦ-200А1 02.02.001 | Основание | 1
КЦ-200А1 02.02.002 | Косынка | 2
";26.06.2025 16:16;КЦ-200А1 02.02.000 СБ Плита подшипниковая.cdw;K:\1 ЧЕРТЕЖИ\КОНВЕЙЕРЫ\КЦ-200А1\КЦ-200А1 02.00.000 СБ Секция натяжная\КЦ-200А1 02.02.000 СБ Плита подшипниковая;06.12.2023 7:59;;;;;;;
;КЦ-200А1 02.03.000 СБ;Стенка торцевая;"КЦ-200А1 02.03.001 | Лист | 1
";26.06.2025 16:16;КЦ-200А1 02.03.000 СБ Стенка торцевая.cdw;K:\1 ЧЕРТЕЖИ\КОНВЕЙЕРЫ\КЦ-200А1\КЦ-200А1 02.00.000 СБ Секция натяжная\КЦ-200А1 02.03.000 СБ Стенка торцевая;28.12.2023 15:46;;;;;;;
;КЦ-200А1 02.04.000 СБ;Диск в сборе;"КЦ-200А1 01.02.002 | Ступица | 1
КЦ-200А1 02.04.001 | Диск | 1
";26.06.2025 16:16;КЦ-200А1 02.04.000 СБ Диск в сборе.cdw;K:\1 ЧЕРТЕЖИ\КОНВЕЙЕРЫ\КЦ-200А1\КЦ-200А1 02.00.000 СБ Секция натяжная\КЦ-200А1 02.04.000 СБ Диск в сборе;06.12.2023 7:58;;;;;;;
;КЦ-200А1 02.05.000 СБ;Накладка верхняя с уплотнителем;"КЦ-200А1 02.05.001 | Накладка верхняя | 1
";26.06.2025 16:16;КЦ-200А1 02.05.000 СБ Накл верх с упл.cdw;K:\1 ЧЕРТЕЖИ\КОНВЕЙЕРЫ\КЦ-200А1\КЦ-200А1 02.00.000 СБ Секция натяжная\КЦ-200А1 02.05.000 СБ Накл верх с упл;23.01.2025 13:27;;;;;;;
;КЦ-200А1 02.06.000 СБ;Кожух в сборе;"КЦ-200А1 02.06.001 | Кожух | 1
КЦ-200А1 02.06.002 | Подложка | 1
";26.06.2025 16:16;КЦ-200А1 02.06.000 СБ Кожух в сборе.cdw;K:\1 ЧЕРТЕЖИ\КОНВЕЙЕРЫ\КЦ-200А1\КЦ-200А1 02.00.000 СБ Секция натяжная\КЦ-200А1 02.06.000 СБ Кожух в сб;06.12.2023 7:57;;;;;;;
;КЦ-200А1 02.07.000 СБ;Пластина крепежная;"КЦ-200А1 02.07.001 | Пластина крепежная | 1
";26.06.2025 16:16;КЦ-200А1 02.07.000 СБ Пластина крепежная.cdw;K:\1 ЧЕРТЕЖИ\КОНВЕЙЕРЫ\КЦ-200А1\КЦ-200А1 02.00.000 СБ Секция натяжная\КЦ-200А1 02.07.000 Пластина крепежная;12.03.2025 13:14;;;;;;;
;КЦ-200А1 03.00.000 СБ;Цепь;"КЦ-200А1 03.00.001 | Пластина | 47
";26.06.2025 16:16;КЦ-200А1 03.00.000 СБ Цепь.cdw;K:\1 ЧЕРТЕЖИ\КОНВЕЙЕРЫ\КЦ-200А1\КЦ-200А1 03.00.000 СБ Цепь;29.12.2023 10:16;;;;;;;
;КЦ-200А1 03.00.000-01 СБ;Цепь;"КЦ-200А1 03.00.001 | Пластина | 53
";26.06.2025 16:16;;;;;;;;;;
;КЦ-200А1 03.00.000-04 СБ;Цепь;"КЦ-200А1 03.00.001 | Пластина | 72
";26.06.2025 16:16;;;;;;;;;;
;КЦ-200А1 04.00.000 СБ;Секция промежуточная 1м;"КЦ-200А1 01.00.010 | Распорка | 3
КЦ-200А1 02.00.009 | Швеллер | 1
КЦ-200А1 02.00.010 | Накладка | 2
КЦ-200А1 04.00.001 | Стенка боковая 1м | 2
КЦ-200А1 04.00.002 | Дно секции промежуточной 1м | 1
КЦ-200А1 04.00.003 | Дно ПНД 1м | 1
КЦ-200А1 04.00.004 | Уголок 1м | 2
КЦ-200А1 04.00.005 | Крышка секции промежуточной 1м | 1
КЦ-В300/30 01.00.015 | Кронштейн | 3
КЦ-200А1 02.05.000 СБ | Накладка верхняя с уплотнителем | 1
КЦ-200А1 02.07.000 СБ | Пластина крепежная | 1
";26.06.2025 16:16;;;;;;;;;;
;КЦ-200А1 04.00.000-01 СБ;Секция промежуточная 2м;"КЦ-200А1 01.00.010 | Распорка | 4
КЦ-200А1 02.00.009 | Швеллер | 1
КЦ-200А1 02.00.010 | Накладка | 2
КЦ-200А1 04.00.001-01 | Стенка боковая 2м | 2
КЦ-200А1 04.00.002-01 | Дно секции промежуточной 2м | 1
КЦ-200А1 04.00.003-01 | Дно ПНД 2м | 1
КЦ-200А1 04.00.004-01 | Уголок 2м | 2
КЦ-200А1 04.00.005-01 | Крышка секции промежуточной 2м | 1
КЦ-В300/30 01.00.015 | Кронштейн | 8
КЦ-200А1 02.05.000 СБ | Накладка верхняя с уплотнителем | 1
КЦ-200А1 02.07.000 СБ | Пластина крепежная | 1
";26.06.2025 16:16;;;;;;;;;;
;КЦ-200А1 04.00.000-02 СБ;Секция промежуточная 0,5м;"КЦ-200А1 01.00.010 | Распорка | 2
КЦ-200А1 02.00.009 | Швеллер | 1
КЦ-200А1 02.00.010 | Накладка | 2
КЦ-200А1 04.00.001-02 | Стенка боковая 0,5м | 2
КЦ-200А1 04.00.002-02 | Дно секции промежуточной 0,5м | 1
КЦ-200А1 04.00.003-02 | Дно ПНД 0,5м | 1
КЦ-200А1 04.00.004-02 | Уголок 0,5м | 2
КЦ-200А1 04.00.005-02 | Крышка секции промежуточной 0,5м | 1
КЦ-В300/30 01.00.015 | Кронштейн | 1
КЦ-200А1 02.05.000 СБ | Накладка верхняя с уплотнителем | 1
КЦ-200А1 02.07.000 СБ | Пластина крепежная | 1
";26.06.2025 16:16;;;;;;;;;;
;КЦ-200А1 05.00.000 СБ;Воронка выгрузная;"КЦ-200А1 05.00.001 | Стенка боковая | 2
КЦ-200А1 05.00.002 | Стенка торцевая | 2
КЦ-200А1 05.00.003 | Уголок | 2
КЦ-200А1 05.00.003-01 | Уголок | 2
";26.06.2025 16:16;КЦ-200А1 05.00.000 СБ Воронка выгрузная.cdw;K:\1 ЧЕРТЕЖИ\КОНВЕЙЕРЫ\КЦ-200А1\КЦ-200А1 05.00.000 СБ Воронка выгрузная;06.12.2023 7:50;;;;;;;
;КЦ-200А1 06.00.000 СБ;Воронка загрузочная;"КЦ-200А1 06.00.001 | Стенка боковая | 2
КЦ-200А1 06.00.002 | Стенка торцевая | 2
КЦ-200А1 06.00.003 | Рассекатель | 1
КЦ-200А1 06.00.004 | Уголок | 4
";26.06.2025 16:16;КЦ-200А1 06.00.000 СБ Воронка загрузочная.cdw;K:\1 ЧЕРТЕЖИ\КОНВЕЙЕРЫ\КЦ-200А1\КЦ-200А1 06.00.000 СБ Воронка загрузочная;29.12.2023 12:26;;;;;;;
;КЦ-200А1 07.00.000 СБ;Воронка выгрузная промежуточная;"КЦ-200А1 05.00.000 СБ | Воронка выгрузная | 1
КЦ-200А1 07.01.000 СБ | Фланец в сборе | 1
";26.06.2025 16:16;КЦ-200А1 07.00.000 СБ Воронка выгрузная промежуточная.cdw;K:\1 ЧЕРТЕЖИ\КОНВЕЙЕРЫ\КЦ-200А1\КЦ-200А1 07.00.000 СБ Воронка выгрузная промежуточная;06.12.2023 7:44;;;;;;;
;КЦ-200А1 07.01.000 СБ;Фланец в сборе;"КЦ-200А1 07.01.001 | Сегмент длинный | 2
КЦ-200А1 07.01.002 | Сегмент короткий | 1
КЦ-200А1 07.01.002-01 | Сегмент короткий | 1
КЦ-200А1 07.01.003 | Уголок | 2
";26.06.2025 16:16;КЦ-200А1 07.01.000 СБ Фланец в сборе.cdw;K:\1 ЧЕРТЕЖИ\КОНВЕЙЕРЫ\КЦ-200А1\КЦ-200А1 07.00.000 СБ Воронка выгрузная промежуточная\КЦ-200А1 07.01.000 СБ Фланец в сборе;06.12.2023 7:45;;;;;;;
;КЦ-250/40А1 01.00.000 СБ;Секция приводная;"КЦ-200А1 01.00.001 | Стенка боковая | 1
КЦ-200А1 01.00.001-01 | Стенка боковая | 1
КЦ-200А1 01.00.006 | Плита подмоторная | 1
КЦ-200А1 01.00.008 | Рамка на стекло | 2
КЦ-200А1 01.00.009 | Уголок | 2
КЦ-250/40А1 01.00.002 | Дно секции приводной | 1
КЦ-250/40А1 01.00.003 | Дно ПНД | 1
КЦ-250/40А1 01.00.004 | Уголок крышки | 1
КЦ-250/40А1 01.00.005 | Вал приводной | 1
КЦ-250/40А1 01.00.007 | Распорка | 4
КЦ-В300/30 01.00.015 | Кронштейн | 16
ШТ-02 | Шайба торцевая | 2
Сталь шпоночная 8х7 (105) | Сталь шпоночная 8х7 | 1
Сталь шпоночная 10х8 (26) | Сталь шпоночная 10х8 | 1
КЦ-200А1 01.04.000 СБ | Плита в сборе | 1
КЦ-200А1 01.04.000-01 СБ | Плита в сборе | 1
КЦ-200А1 01.05.000 СБ | Кожух для NMRV-075 | 1
КЦ-250/40А1 01.01.000 СБ | Крышка секции приводной в сборе | 1
КЦ-250/40А1 01.02.000 СБ | Стенка торцевая | 1
КЦ-250/40А1 01.05.000 СБ | Крышка люка | 1
";26.06.2025 16:16;;;;;;;;;;
;КЦ-250/40А1 01.00.000-02 (-03) СБ;Секция приводная;"КЦ-200А1 01.00.008 | Рамка на стекло | 2
КЦ-200А1 01.00.009 | Уголок | 2
КЦ-250/40А1 01.00.001 | Стенка боковая | 1
КЦ-250/40А1 01.00.001-01 | Стенка боковая | 1
КЦ-250/40А1 01.00.002 | Дно секции приводной | 1
КЦ-250/40А1 01.00.003 | Дно ПНД | 1
КЦ-250/40А1 01.00.004 | Уголок крышки | 1
КЦ-250/40А1 01.00.005-02 | Вал приводной | 1
КЦ-250/40А1 01.00.006 | Плита подмоторная | 1
КЦ-250/40А1 01.00.007 | Распорка | 4
КЦ-В300/30 01.00.015 | Кронштейн | 16
ШТ-05 | Шайба торцевая | 2
Сталь шпоночная 12х8 (130) | Сталь шпоночная 12х8 | 1
Сталь шпоночная 14х9 (66) | Сталь шпоночная 14х9 | 1
КЦ-250/40А1 01.01.000 СБ | Крышка секции приводной в сборе | 1
КЦ-250/40А1 01.02.000 СБ | Стенка торцевая | 1
КЦ-250/40А1 01.03.000 СБ | Звездочка в сборе | 1
КЦ-250/40А1 01.04.000 СБ | Плита в сборе | 1
КЦ-250/40А1 01.04.000-01 СБ | Плита в сборе | 1
КЦ-250/40А1 01.05.000 СБ | Крышка люка | 1
НЗ-60А4 01.04.000 СБ | Кожух для NMRV-110 | 1
";26.06.2025 16:15;;;;;;;;;;
